"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 31 13:28:13 GMT 2022","Wed Aug 31 13:28:15 GMT 2022","1616","","My Login application","","My Login application","should login with valid credentials","should login with valid credentials",""
"passed","Wed Aug 31 13:28:19 GMT 2022","Wed Aug 31 13:28:19 GMT 2022","251","","Base page test","","Base page test","POST test request","POST test request",""
"passed","Wed Aug 31 13:28:12 GMT 2022","Wed Aug 31 13:28:19 GMT 2022","6548","","Base page test","","Base page test","Signing in","Signing in",""
"passed","Wed Aug 31 13:28:18 GMT 2022","Wed Aug 31 13:28:19 GMT 2022","1233","","Base page test","","Base page test","MOCK test request","MOCK test request",""
"passed","Wed Aug 31 13:28:19 GMT 2022","Wed Aug 31 13:28:21 GMT 2022","2513","","My Login application","","My Login application","should login with valid credentials","should login with valid credentials",""
"passed","Wed Aug 31 13:28:19 GMT 2022","Wed Aug 31 13:28:24 GMT 2022","4696","","Base page test","","Base page test","Signing in","Signing in",""
"passed","Wed Aug 31 13:28:18 GMT 2022","Wed Aug 31 13:28:18 GMT 2022","265","","Base page test","","Base page test","POST test request","POST test request",""
"passed","Wed Aug 31 13:28:18 GMT 2022","Wed Aug 31 13:28:19 GMT 2022","299","","Base page test","","Base page test","GET test request /api/users/2","GET test request /api/users/2",""
"passed","Wed Aug 31 13:28:19 GMT 2022","Wed Aug 31 13:28:20 GMT 2022","1711","","Base page test","","Base page test","MOCK test request","MOCK test request",""
"passed","Wed Aug 31 13:28:17 GMT 2022","Wed Aug 31 13:28:18 GMT 2022","405","","Base page test","","Base page test","GET test request /api/users/2","GET test request /api/users/2",""
