"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 06 11:58:55 GMT 2022","Tue Sep 06 11:58:56 GMT 2022","1376","","Base page test","","Base page test","MOCK test request","MOCK test request",""
"passed","Tue Sep 06 11:59:04 GMT 2022","Tue Sep 06 11:59:05 GMT 2022","392","","Base page test","","Base page test","GET test request /api/users/2","GET test request /api/users/2",""
"passed","Tue Sep 06 11:58:54 GMT 2022","Tue Sep 06 11:58:57 GMT 2022","2804","","My Login application","","My Login application","should login with valid credentials","should login with valid credentials",""
"passed","Tue Sep 06 11:58:55 GMT 2022","Tue Sep 06 11:58:55 GMT 2022","270","","Base page test","","Base page test","POST test request","POST test request",""
"passed","Tue Sep 06 11:59:05 GMT 2022","Tue Sep 06 11:59:06 GMT 2022","1155","","Base page test","","Base page test","MOCK test request","MOCK test request",""
"passed","Tue Sep 06 11:59:05 GMT 2022","Tue Sep 06 11:59:05 GMT 2022","279","","Base page test","","Base page test","POST test request","POST test request",""
"passed","Tue Sep 06 11:58:54 GMT 2022","Tue Sep 06 11:58:55 GMT 2022","319","","Base page test","","Base page test","GET test request /api/users/2","GET test request /api/users/2",""
"passed","Tue Sep 06 11:58:54 GMT 2022","Tue Sep 06 11:59:01 GMT 2022","6843","","Base page test","","Base page test","Signing in","Signing in",""
"passed","Tue Sep 06 11:59:00 GMT 2022","Tue Sep 06 11:59:07 GMT 2022","7035","","Base page test","","Base page test","Signing in","Signing in",""
"passed","Tue Sep 06 11:59:00 GMT 2022","Tue Sep 06 11:59:04 GMT 2022","3538","","My Login application","","My Login application","should login with valid credentials","should login with valid credentials",""
