"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 02 12:37:13 GMT 2022","Fri Sep 02 12:37:17 GMT 2022","3208","","My Login application","","My Login application","should login with valid credentials","should login with valid credentials",""
"passed","Fri Sep 02 12:37:06 GMT 2022","Fri Sep 02 12:37:09 GMT 2022","2066","","My Login application","","My Login application","should login with valid credentials","should login with valid credentials",""
"passed","Fri Sep 02 12:37:12 GMT 2022","Fri Sep 02 12:37:13 GMT 2022","234","","Base page test","","Base page test","POST test request","POST test request",""
"passed","Fri Sep 02 12:37:14 GMT 2022","Fri Sep 02 12:37:14 GMT 2022","375","","Base page test","","Base page test","GET test request /api/users/2","GET test request /api/users/2",""
"passed","Fri Sep 02 12:37:14 GMT 2022","Fri Sep 02 12:37:14 GMT 2022","239","","Base page test","","Base page test","POST test request","POST test request",""
"passed","Fri Sep 02 12:37:06 GMT 2022","Fri Sep 02 12:37:13 GMT 2022","6851","","Base page test","","Base page test","Signing in","Signing in",""
"passed","Fri Sep 02 12:37:12 GMT 2022","Fri Sep 02 12:37:19 GMT 2022","6292","","Base page test","","Base page test","Signing in","Signing in",""
"passed","Fri Sep 02 12:37:13 GMT 2022","Fri Sep 02 12:37:14 GMT 2022","1386","","Base page test","","Base page test","MOCK test request","MOCK test request",""
"passed","Fri Sep 02 12:37:14 GMT 2022","Fri Sep 02 12:37:16 GMT 2022","1759","","Base page test","","Base page test","MOCK test request","MOCK test request",""
"passed","Fri Sep 02 12:37:12 GMT 2022","Fri Sep 02 12:37:12 GMT 2022","395","","Base page test","","Base page test","GET test request /api/users/2","GET test request /api/users/2",""
