"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 02 12:30:39 GMT 2022","Fri Sep 02 12:30:39 GMT 2022","307","","Base page test","","Base page test","GET test request /api/users/2","GET test request /api/users/2",""
"passed","Fri Sep 02 12:30:27 GMT 2022","Fri Sep 02 12:30:35 GMT 2022","7396","","Base page test","","Base page test","Signing in","Signing in",""
"passed","Fri Sep 02 12:30:28 GMT 2022","Fri Sep 02 12:30:28 GMT 2022","395","","Base page test","","Base page test","GET test request /api/users/2","GET test request /api/users/2",""
"passed","Fri Sep 02 12:30:29 GMT 2022","Fri Sep 02 12:30:30 GMT 2022","1387","","Base page test","","Base page test","MOCK test request","MOCK test request",""
"passed","Fri Sep 02 12:30:34 GMT 2022","Fri Sep 02 12:30:38 GMT 2022","3960","","My Login application","","My Login application","should login with valid credentials","should login with valid credentials",""
"passed","Fri Sep 02 12:30:39 GMT 2022","Fri Sep 02 12:30:41 GMT 2022","1340","","Base page test","","Base page test","MOCK test request","MOCK test request",""
"passed","Fri Sep 02 12:30:39 GMT 2022","Fri Sep 02 12:30:39 GMT 2022","345","","Base page test","","Base page test","POST test request","POST test request",""
"passed","Fri Sep 02 12:30:28 GMT 2022","Fri Sep 02 12:30:31 GMT 2022","3208","","My Login application","","My Login application","should login with valid credentials","should login with valid credentials",""
"passed","Fri Sep 02 12:30:28 GMT 2022","Fri Sep 02 12:30:29 GMT 2022","347","","Base page test","","Base page test","POST test request","POST test request",""
"passed","Fri Sep 02 12:30:34 GMT 2022","Fri Sep 02 12:30:42 GMT 2022","7830","","Base page test","","Base page test","Signing in","Signing in",""
